session_id,src_ip,dst_ip,src_port,dst_port,protocol,packet_count,byte_count,flow_count
149.22.95.67:None->192.168.1.38:None-6,149.22.95.67,192.168.1.38,,,6,1,54,1
192.168.1.38:None->191.205.123.102:None-6,192.168.1.38,191.205.123.102,,,6,1,62,1
192.168.1.38:None->158.173.154.87:None-6,192.168.1.38,158.173.154.87,,,6,1,62,1
158.173.154.87:None->192.168.1.38:None-6,158.173.154.87,192.168.1.38,,,6,1,54,1
192.168.1.38:None->57.144.124.145:None-6,192.168.1.38,57.144.124.145,,,6,3,204,1
142.250.70.74:None->192.168.1.38:None-17,142.250.70.74,192.168.1.38,,,17,3,327,1
57.144.124.145:None->192.168.1.38:None-6,57.144.124.145,192.168.1.38,,,6,3,187,1
192.168.1.38:None->142.250.70.74:None-17,192.168.1.38,142.250.70.74,,,17,2,165,1
192.168.1.38:None->5.79.83.193:None-6,192.168.1.38,5.79.83.193,,,6,1,62,1
191.205.123.102:None->192.168.1.38:None-6,191.205.123.102,192.168.1.38,,,6,1,54,1
192.168.1.38:None->46.1.132.238:None-6,192.168.1.38,46.1.132.238,,,6,1,62,1
192.168.1.38:None->89.142.105.99:None-6,192.168.1.38,89.142.105.99,,,6,1,62,1
192.168.1.38:None->183.171.191.11:None-6,192.168.1.38,183.171.191.11,,,6,1,62,1
192.168.1.38:None->88.97.203.120:None-6,192.168.1.38,88.97.203.120,,,6,1,62,1
192.168.1.38:None->77.161.81.66:None-6,192.168.1.38,77.161.81.66,,,6,3,186,1
192.168.1.38:None->221.127.143.187:None-6,192.168.1.38,221.127.143.187,,,6,8,4058,2
221.127.143.187:None->192.168.1.38:None-6,221.127.143.187,192.168.1.38,,,6,1,62,1
192.168.1.38:None->104.16.103.112:None-6,192.168.1.38,104.16.103.112,,,6,2,158,1
192.168.1.38:None->57.144.124.192:None-6,192.168.1.38,57.144.124.192,,,6,4,296,1
192.168.1.38:None->34.143.74.2:None-6,192.168.1.38,34.143.74.2,,,6,1,101,1
57.144.124.192:None->192.168.1.38:None-6,57.144.124.192,192.168.1.38,,,6,4,272,1
34.143.74.2:None->192.168.1.38:None-6,34.143.74.2,192.168.1.38,,,6,1,54,1
192.168.1.38:None->155.4.91.200:None-6,192.168.1.38,155.4.91.200,,,6,1,62,1
192.168.1.38:None->174.2.7.204:None-6,192.168.1.38,174.2.7.204,,,6,1,62,1
192.168.1.38:None->104.208.16.90:None-6,192.168.1.38,104.208.16.90,,,6,1,55,1
104.208.16.90:None->192.168.1.38:None-6,104.208.16.90,192.168.1.38,,,6,1,66,1
192.168.1.38:None->78.37.43.246:None-17,192.168.1.38,78.37.43.246,,,17,1,146,1
192.168.1.38:None->101.56.133.113:None-6,192.168.1.38,101.56.133.113,,,6,2,124,2
192.168.1.38:None->209.87.169.168:None-6,192.168.1.38,209.87.169.168,,,6,2,124,2
78.37.43.246:None->192.168.1.38:None-17,78.37.43.246,192.168.1.38,,,17,1,348,1
192.168.1.38:None->104.16.102.112:None-6,192.168.1.38,104.16.102.112,,,6,5,2719,1
104.16.102.112:None->192.168.1.38:None-6,104.16.102.112,192.168.1.38,,,6,7,766,1
13.107.213.48:None->192.168.1.38:None-6,13.107.213.48,192.168.1.38,,,6,4,279,1
192.168.1.38:None->13.107.213.48:None-6,192.168.1.38,13.107.213.48,,,6,2,108,1
192.168.1.38:None->86.124.207.105:None-6,192.168.1.38,86.124.207.105,,,6,1,62,1
192.168.1.38:None->89.142.57.233:None-6,192.168.1.38,89.142.57.233,,,6,1,62,1
89.142.57.233:None->192.168.1.38:None-1,89.142.57.233,192.168.1.38,,,1,1,70,1
5.38.8.205:None->192.168.1.38:None-6,5.38.8.205,192.168.1.38,,,6,2,108,1
192.168.1.38:None->78.190.233.34:None-6,192.168.1.38,78.190.233.34,,,6,1,62,1
192.168.1.38:None->37.231.33.25:None-6,192.168.1.38,37.231.33.25,,,6,2,124,1
192.168.1.38:None->49.204.19.13:None-6,192.168.1.38,49.204.19.13,,,6,1,62,1
192.168.1.38:None->185.157.163.136:None-6,192.168.1.38,185.157.163.136,,,6,1,62,1
192.168.1.38:None->104.36.180.69:None-6,192.168.1.38,104.36.180.69,,,6,1,62,1
192.168.1.38:None->182.188.236.133:None-6,192.168.1.38,182.188.236.133,,,6,2,124,1
192.168.1.38:None->15.223.200.213:None-6,192.168.1.38,15.223.200.213,,,6,2,124,1
192.168.1.38:None->45.64.163.6:None-6,192.168.1.38,45.64.163.6,,,6,1,62,1
192.168.1.38:None->103.99.246.2:None-6,192.168.1.38,103.99.246.2,,,6,1,62,1
192.168.1.38:None->77.172.129.208:None-6,192.168.1.38,77.172.129.208,,,6,1,62,1
192.168.1.38:None->45.250.246.134:None-6,192.168.1.38,45.250.246.134,,,6,1,62,1
192.168.1.38:None->45.139.214.187:None-6,192.168.1.38,45.139.214.187,,,6,1,62,1
192.168.1.38:None->45.14.193.70:None-6,192.168.1.38,45.14.193.70,,,6,1,62,1
192.168.1.38:None->202.176.4.58:None-6,192.168.1.38,202.176.4.58,,,6,1,62,1
192.168.1.38:None->202.136.89.77:None-6,192.168.1.38,202.136.89.77,,,6,1,62,1
192.168.1.38:None->78.186.137.164:None-6,192.168.1.38,78.186.137.164,,,6,1,62,1
45.152.150.4:None->192.168.1.38:None-6,45.152.150.4,192.168.1.38,,,6,3,162,1
45.154.152.7:None->192.168.1.38:None-6,45.154.152.7,192.168.1.38,,,6,3,162,1
192.168.1.38:None->66.56.81.159:None-6,192.168.1.38,66.56.81.159,,,6,1,62,1
87.10.178.29:None->192.168.1.38:None-6,87.10.178.29,192.168.1.38,,,6,2,108,1
192.168.1.38:None->88.157.95.229:None-6,192.168.1.38,88.157.95.229,,,6,2,124,1
192.168.1.38:None->35.186.224.35:None-6,192.168.1.38,35.186.224.35,,,6,1,89,1
35.186.224.35:None->192.168.1.38:None-6,35.186.224.35,192.168.1.38,,,6,1,54,1
192.168.1.38:None->114.36.221.63:None-6,192.168.1.38,114.36.221.63,,,6,3,186,1
66.56.81.159:None->192.168.1.38:None-6,66.56.81.159,192.168.1.38,,,6,1,54,1
88.157.95.229:None->192.168.1.38:None-6,88.157.95.229,192.168.1.38,,,6,2,108,1
114.36.221.63:None->192.168.1.38:None-6,114.36.221.63,192.168.1.38,,,6,3,162,1
192.168.1.38:None->5.38.8.205:None-6,192.168.1.38,5.38.8.205,,,6,1,62,1
192.168.1.38:None->45.152.150.4:None-6,192.168.1.38,45.152.150.4,,,6,2,124,1
192.168.1.38:None->45.154.152.7:None-6,192.168.1.38,45.154.152.7,,,6,2,124,1
192.168.1.38:None->87.10.178.29:None-6,192.168.1.38,87.10.178.29,,,6,1,62,1
192.168.1.36:None->224.0.0.251:None-17,192.168.1.36,224.0.0.251,,,17,1,119,1
192.168.1.38:None->104.28.1.30:None-6,192.168.1.38,104.28.1.30,,,6,2,124,1
192.168.1.38:None->78.29.165.201:None-6,192.168.1.38,78.29.165.201,,,6,1,62,1
192.168.1.38:None->176.100.43.50:None-6,192.168.1.38,176.100.43.50,,,6,1,62,1
192.168.1.38:None->220.233.191.155:None-6,192.168.1.38,220.233.191.155,,,6,1,62,1
192.168.1.38:None->120.229.191.99:None-6,192.168.1.38,120.229.191.99,,,6,1,62,1
192.168.1.38:None->99.225.124.209:None-6,192.168.1.38,99.225.124.209,,,6,1,62,1
192.168.1.38:None->104.28.154.48:None-6,192.168.1.38,104.28.154.48,,,6,1,62,1
192.168.1.38:None->187.212.106.164:None-6,192.168.1.38,187.212.106.164,,,6,1,62,1
192.168.1.38:None->151.70.57.182:None-6,192.168.1.38,151.70.57.182,,,6,1,62,1
192.168.1.38:None->109.102.145.66:None-6,192.168.1.38,109.102.145.66,,,6,1,62,1
192.168.1.38:None->115.138.61.150:None-6,192.168.1.38,115.138.61.150,,,6,1,62,1
192.168.1.38:None->103.57.84.63:None-6,192.168.1.38,103.57.84.63,,,6,1,62,1
192.168.1.38:None->93.45.80.99:None-6,192.168.1.38,93.45.80.99,,,6,1,62,1
192.168.1.38:None->86.172.234.38:None-6,192.168.1.38,86.172.234.38,,,6,1,62,1
192.168.1.38:None->151.36.46.8:None-6,192.168.1.38,151.36.46.8,,,6,1,62,1
192.168.1.38:None->151.48.46.231:None-6,192.168.1.38,151.48.46.231,,,6,1,62,1
192.168.1.38:None->77.137.71.219:None-6,192.168.1.38,77.137.71.219,,,6,1,62,1
192.168.1.38:None->185.65.135.179:None-6,192.168.1.38,185.65.135.179,,,6,1,62,1
192.168.1.38:None->193.46.242.248:None-6,192.168.1.38,193.46.242.248,,,6,1,62,1
192.168.1.38:None->217.217.112.169:None-6,192.168.1.38,217.217.112.169,,,6,1,62,1
192.168.1.38:None->49.15.117.213:None-6,192.168.1.38,49.15.117.213,,,6,1,62,1
192.168.1.38:None->88.171.39.237:None-6,192.168.1.38,88.171.39.237,,,6,1,62,1
192.168.1.38:None->46.152.248.236:None-6,192.168.1.38,46.152.248.236,,,6,1,62,1
192.168.1.38:None->90.217.183.240:None-6,192.168.1.38,90.217.183.240,,,6,1,62,1
192.168.1.38:None->216.246.31.28:None-6,192.168.1.38,216.246.31.28,,,6,1,62,1
192.168.1.38:None->86.98.213.160:None-6,192.168.1.38,86.98.213.160,,,6,1,62,1
192.168.1.38:None->193.138.56.69:None-6,192.168.1.38,193.138.56.69,,,6,1,62,1
192.168.1.38:None->188.26.215.114:None-6,192.168.1.38,188.26.215.114,,,6,1,62,1
192.168.1.38:None->86.96.88.227:None-6,192.168.1.38,86.96.88.227,,,6,1,62,1
192.168.1.38:None->142.250.70.106:None-17,192.168.1.38,142.250.70.106,,,17,1,75,1
142.250.70.106:None->192.168.1.38:None-17,142.250.70.106,192.168.1.38,,,17,1,67,1
192.168.1.38:None->37.19.5.155:None-6,192.168.1.38,37.19.5.155,,,6,1,62,1
192.168.1.38:None->37.19.5.139:None-6,192.168.1.38,37.19.5.139,,,6,1,62,1
192.168.1.38:None->108.159.46.106:None-6,192.168.1.38,108.159.46.106,,,6,1,62,1
67.174.154.26:None->192.168.1.38:None-6,67.174.154.26,192.168.1.38,,,6,152,256065,14
192.168.1.38:None->67.174.154.26:None-6,192.168.1.38,67.174.154.26,,,6,135,7705,14
217.79.74.139:None->192.168.1.38:None-17,217.79.74.139,192.168.1.38,,,17,4,248,4
217.42.82.216:None->192.168.1.38:None-17,217.42.82.216,192.168.1.38,,,17,193,241385,14
92.247.174.151:None->192.168.1.38:None-6,92.247.174.151,192.168.1.38,,,6,188,346049,14
192.168.1.38:None->92.247.174.151:None-6,192.168.1.38,92.247.174.151,,,6,159,9017,14
81.84.97.11:None->192.168.1.38:None-6,81.84.97.11,192.168.1.38,,,6,88,151012,16
192.168.1.38:None->81.84.97.11:None-6,192.168.1.38,81.84.97.11,,,6,79,4644,16
192.168.1.38:None->217.42.82.216:None-17,192.168.1.38,217.42.82.216,,,17,88,6188,12
89.181.158.238:None->192.168.1.38:None-6,89.181.158.238,192.168.1.38,,,6,141,257534,12
83.219.212.56:None->192.168.1.38:None-6,83.219.212.56,192.168.1.38,,,6,3,162,3
71.183.90.8:None->192.168.1.38:None-6,71.183.90.8,192.168.1.38,,,6,74,223425,12
178.162.173.134:None->192.168.1.38:None-6,178.162.173.134,192.168.1.38,,,6,3,162,3
192.168.1.38:None->83.219.212.56:None-6,192.168.1.38,83.219.212.56,,,6,4,252,4
174.95.50.173:None->192.168.1.38:None-6,174.95.50.173,192.168.1.38,,,6,4,228,3
184.160.237.73:None->192.168.1.38:None-6,184.160.237.73,192.168.1.38,,,6,3,162,3
192.168.1.38:None->89.181.158.238:None-6,192.168.1.38,89.181.158.238,,,6,113,6443,11
82.154.111.172:None->192.168.1.38:None-6,82.154.111.172,192.168.1.38,,,6,2,108,2
192.168.1.38:None->71.183.90.8:None-6,192.168.1.38,71.183.90.8,,,6,73,4315,10
192.168.1.38:None->217.79.74.139:None-17,192.168.1.38,217.79.74.139,,,17,2,142,2
192.168.1.38:None->178.162.173.134:None-6,192.168.1.38,178.162.173.134,,,6,3,189,3
192.168.1.38:None->188.51.226.235:None-6,192.168.1.38,188.51.226.235,,,6,3,189,3
192.168.1.38:None->184.160.237.73:None-6,192.168.1.38,184.160.237.73,,,6,4,286,4
192.168.1.38:None->174.95.50.173:None-6,192.168.1.38,174.95.50.173,,,6,4,249,4
188.51.226.235:None->192.168.1.38:None-6,188.51.226.235,192.168.1.38,,,6,2,108,2
104.16.103.112:None->192.168.1.38:None-6,104.16.103.112,192.168.1.38,,,6,3,200,2
192.168.1.38:None->117.248.49.152:None-17,192.168.1.38,117.248.49.152,,,17,1,62,1
192.168.1.38:None->35.186.224.24:None-6,192.168.1.38,35.186.224.24,,,6,2,110,2
35.186.224.24:None->192.168.1.38:None-6,35.186.224.24,192.168.1.38,,,6,2,132,2
80.98.252.57:None->192.168.1.38:None-17,80.98.252.57,192.168.1.38,,,17,33,18427,1
192.168.1.38:None->80.98.252.57:None-17,192.168.1.38,80.98.252.57,,,17,6,381,1
192.168.1.38:None->91.170.48.164:None-6,192.168.1.38,91.170.48.164,,,6,1,63,1
103.161.3.31:None->192.168.1.38:None-1,103.161.3.31,192.168.1.38,,,1,3,270,2
192.168.1.38:None->14.139.209.217:None-6,192.168.1.38,14.139.209.217,,,6,1,62,1
158.173.155.86:None->192.168.1.38:None-6,158.173.155.86,192.168.1.38,,,6,2,108,1
27.115.189.220:None->192.168.1.38:None-6,27.115.189.220,192.168.1.38,,,6,3,327,1
143.244.63.172:None->192.168.1.38:None-6,143.244.63.172,192.168.1.38,,,6,2,108,1
192.168.1.38:None->27.115.189.220:None-6,192.168.1.38,27.115.189.220,,,6,2,108,1
79.127.175.113:None->192.168.1.38:None-6,79.127.175.113,192.168.1.38,,,6,2,108,1
89.67.179.188:None->192.168.1.38:None-6,89.67.179.188,192.168.1.38,,,6,2,108,1
152.168.38.148:None->192.168.1.38:None-6,152.168.38.148,192.168.1.38,,,6,2,108,1
179.61.240.162:None->192.168.1.38:None-6,179.61.240.162,192.168.1.38,,,6,2,108,1
179.61.197.115:None->192.168.1.38:None-6,179.61.197.115,192.168.1.38,,,6,2,108,1
192.168.1.38:None->181.214.166.71:None-6,192.168.1.38,181.214.166.71,,,6,2,124,1
192.168.1.38:None->34.66.57.33:None-6,192.168.1.38,34.66.57.33,,,6,2,484,2
192.168.1.38:None->2.50.50.159:None-6,192.168.1.38,2.50.50.159,,,6,1,62,1
192.168.1.38:None->158.173.155.86:None-6,192.168.1.38,158.173.155.86,,,6,2,124,1
192.168.1.38:None->143.244.63.172:None-6,192.168.1.38,143.244.63.172,,,6,2,124,1
192.168.1.38:None->79.127.175.113:None-6,192.168.1.38,79.127.175.113,,,6,2,124,1
2.50.50.159:None->192.168.1.38:None-6,2.50.50.159,192.168.1.38,,,6,1,54,1
192.168.1.38:None->179.61.240.162:None-6,192.168.1.38,179.61.240.162,,,6,1,62,1
192.168.1.38:None->89.67.179.188:None-6,192.168.1.38,89.67.179.188,,,6,1,62,1
192.168.1.38:None->152.168.38.148:None-6,192.168.1.38,152.168.38.148,,,6,1,62,1
192.168.1.38:None->224.0.0.251:None-17,192.168.1.38,224.0.0.251,,,17,1,87,1
34.66.57.33:None->192.168.1.38:None-6,34.66.57.33,192.168.1.38,,,6,2,108,2
181.214.166.71:None->192.168.1.38:None-6,181.214.166.71,192.168.1.38,,,6,1,54,1
192.168.1.38:None->179.61.197.115:None-6,192.168.1.38,179.61.197.115,,,6,1,62,1
192.168.1.38:None->182.235.31.66:None-6,192.168.1.38,182.235.31.66,,,6,1,62,1
192.168.1.38:None->84.20.25.150:None-6,192.168.1.38,84.20.25.150,,,6,1,62,1
192.168.1.38:None->79.45.25.150:None-6,192.168.1.38,79.45.25.150,,,6,1,62,1
192.168.1.38:None->75.182.88.243:None-6,192.168.1.38,75.182.88.243,,,6,1,62,1
192.168.1.38:None->109.245.149.150:None-6,192.168.1.38,109.245.149.150,,,6,1,62,1
192.168.1.38:None->116.206.167.19:None-6,192.168.1.38,116.206.167.19,,,6,1,62,1
192.168.1.38:None->67.160.65.25:None-6,192.168.1.38,67.160.65.25,,,6,1,62,1
192.168.1.38:None->147.236.105.226:None-6,192.168.1.38,147.236.105.226,,,6,1,62,1
192.168.1.38:None->176.100.43.218:None-6,192.168.1.38,176.100.43.218,,,6,1,62,1
192.168.1.38:None->203.23.179.20:None-6,192.168.1.38,203.23.179.20,,,6,1,62,1
192.168.1.38:None->179.101.253.232:None-6,192.168.1.38,179.101.253.232,,,6,1,62,1
192.168.1.38:None->211.27.183.145:None-6,192.168.1.38,211.27.183.145,,,6,1,62,1
192.168.1.38:None->37.66.147.158:None-6,192.168.1.38,37.66.147.158,,,6,1,62,1
192.168.1.38:None->157.119.177.47:None-6,192.168.1.38,157.119.177.47,,,6,1,62,1
192.168.1.38:None->185.172.52.95:None-6,192.168.1.38,185.172.52.95,,,6,1,62,1
192.168.1.38:None->99.237.64.62:None-6,192.168.1.38,99.237.64.62,,,6,1,62,1
192.168.1.38:None->148.66.95.195:None-6,192.168.1.38,148.66.95.195,,,6,1,62,1
192.168.1.38:None->193.2.92.102:None-6,192.168.1.38,193.2.92.102,,,6,1,62,1
192.168.1.38:None->116.147.250.120:None-6,192.168.1.38,116.147.250.120,,,6,1,62,1
192.168.1.38:None->80.85.118.135:None-6,192.168.1.38,80.85.118.135,,,6,1,62,1
192.168.1.38:None->213.130.79.172:None-6,192.168.1.38,213.130.79.172,,,6,1,62,1
192.168.1.38:None->202.47.39.159:None-6,192.168.1.38,202.47.39.159,,,6,1,62,1
192.168.1.38:None->188.252.198.205:None-6,192.168.1.38,188.252.198.205,,,6,1,62,1
192.168.1.38:None->52.119.118.153:None-6,192.168.1.38,52.119.118.153,,,6,1,62,1
192.168.1.38:None->115.69.33.239:None-6,192.168.1.38,115.69.33.239,,,6,1,62,1
192.168.1.38:None->83.76.53.77:None-6,192.168.1.38,83.76.53.77,,,6,1,62,1
192.168.1.38:None->5.29.8.176:None-6,192.168.1.38,5.29.8.176,,,6,2,124,2
192.168.1.38:None->45.64.163.242:None-6,192.168.1.38,45.64.163.242,,,6,2,124,2
192.168.1.38:None->81.196.174.94:None-6,192.168.1.38,81.196.174.94,,,6,2,124,2
192.168.1.38:None->210.10.76.110:None-6,192.168.1.38,210.10.76.110,,,6,2,124,2
192.168.1.38:None->121.98.195.223:None-6,192.168.1.38,121.98.195.223,,,6,2,124,2
192.168.1.38:None->103.188.95.217:None-6,192.168.1.38,103.188.95.217,,,6,2,124,2
192.168.1.38:None->80.98.53.187:None-6,192.168.1.38,80.98.53.187,,,6,2,124,2
192.168.1.38:None->93.152.220.158:None-6,192.168.1.38,93.152.220.158,,,6,2,124,2
192.168.1.38:None->24.76.221.230:None-6,192.168.1.38,24.76.221.230,,,6,2,124,2
192.168.1.38:None->173.239.198.176:None-6,192.168.1.38,173.239.198.176,,,6,2,124,2
192.168.1.38:None->93.159.3.21:None-6,192.168.1.38,93.159.3.21,,,6,2,124,2
192.168.1.38:None->91.148.239.155:None-6,192.168.1.38,91.148.239.155,,,6,2,124,2
192.168.1.38:None->45.144.115.139:None-6,192.168.1.38,45.144.115.139,,,6,2,124,2
192.168.1.38:None->88.9.158.166:None-6,192.168.1.38,88.9.158.166,,,6,2,124,2
192.168.1.38:None->153.92.40.154:None-6,192.168.1.38,153.92.40.154,,,6,2,124,2
192.168.1.38:None->103.221.74.96:None-6,192.168.1.38,103.221.74.96,,,6,2,124,2
192.168.1.38:None->95.75.0.207:None-6,192.168.1.38,95.75.0.207,,,6,2,124,2
192.168.1.38:None->185.147.213.8:None-6,192.168.1.38,185.147.213.8,,,6,2,124,2
192.168.1.38:None->93.86.214.55:None-6,192.168.1.38,93.86.214.55,,,6,3,186,3
192.168.1.38:None->173.239.218.151:None-6,192.168.1.38,173.239.218.151,,,6,3,186,3
192.168.1.38:None->93.152.220.166:None-6,192.168.1.38,93.152.220.166,,,6,3,186,3
192.168.1.38:None->109.118.62.44:None-6,192.168.1.38,109.118.62.44,,,6,3,186,3
192.168.1.38:None->149.22.95.67:None-6,192.168.1.38,149.22.95.67,,,6,1,62,1
192.168.1.38:None->191.101.31.121:None-6,192.168.1.38,191.101.31.121,,,6,1,62,1
192.168.1.38:None->103.183.25.149:None-6,192.168.1.38,103.183.25.149,,,6,3,186,3
192.168.1.38:None->149.22.81.104:None-6,192.168.1.38,149.22.81.104,,,6,3,186,3
192.168.1.38:None->149.22.91.179:None-6,192.168.1.38,149.22.91.179,,,6,3,186,3
192.168.1.38:None->60.234.184.126:None-6,192.168.1.38,60.234.184.126,,,6,3,238,1
191.101.31.121:None->192.168.1.38:None-6,191.101.31.121,192.168.1.38,,,6,1,54,1
60.234.184.126:None->192.168.1.38:None-6,60.234.184.126,192.168.1.38,,,6,1,62,1
149.22.95.67:None->192.168.1.38:None-6,149.22.95.67,192.168.1.38,,,6,1,54,1
192.168.1.38:None->191.205.123.102:None-6,192.168.1.38,191.205.123.102,,,6,1,62,1
192.168.1.38:None->158.173.154.87:None-6,192.168.1.38,158.173.154.87,,,6,1,62,1
158.173.154.87:None->192.168.1.38:None-6,158.173.154.87,192.168.1.38,,,6,1,54,1
192.168.1.38:None->57.144.124.145:None-6,192.168.1.38,57.144.124.145,,,6,7,2667,2
142.250.70.74:None->192.168.1.38:None-17,142.250.70.74,192.168.1.38,,,17,4,528,2
57.144.124.145:None->192.168.1.38:None-6,57.144.124.145,192.168.1.38,,,6,8,532,2
192.168.1.38:None->142.250.70.74:None-17,192.168.1.38,142.250.70.74,,,17,3,244,2
192.168.1.38:None->5.79.83.193:None-6,192.168.1.38,5.79.83.193,,,6,1,62,1
191.205.123.102:None->192.168.1.38:None-6,191.205.123.102,192.168.1.38,,,6,1,54,1
192.168.1.38:None->46.1.132.238:None-6,192.168.1.38,46.1.132.238,,,6,1,62,1
192.168.1.38:None->89.142.105.99:None-6,192.168.1.38,89.142.105.99,,,6,1,62,1
192.168.1.38:None->183.171.191.11:None-6,192.168.1.38,183.171.191.11,,,6,1,62,1
192.168.1.38:None->88.97.203.120:None-6,192.168.1.38,88.97.203.120,,,6,1,62,1
192.168.1.38:None->77.161.81.66:None-6,192.168.1.38,77.161.81.66,,,6,3,186,1
192.168.1.38:None->221.127.143.187:None-6,192.168.1.38,221.127.143.187,,,6,8,4058,2
221.127.143.187:None->192.168.1.38:None-6,221.127.143.187,192.168.1.38,,,6,1,62,1
192.168.1.38:None->104.16.103.112:None-6,192.168.1.38,104.16.103.112,,,6,2,158,1
192.168.1.38:None->57.144.124.192:None-6,192.168.1.38,57.144.124.192,,,6,8,592,2
192.168.1.38:None->34.143.74.2:None-6,192.168.1.38,34.143.74.2,,,6,1,101,1
57.144.124.192:None->192.168.1.38:None-6,57.144.124.192,192.168.1.38,,,6,8,544,2
34.143.74.2:None->192.168.1.38:None-6,34.143.74.2,192.168.1.38,,,6,1,54,1
192.168.1.38:None->155.4.91.200:None-6,192.168.1.38,155.4.91.200,,,6,1,62,1
192.168.1.38:None->174.2.7.204:None-6,192.168.1.38,174.2.7.204,,,6,1,62,1
192.168.1.38:None->104.208.16.90:None-6,192.168.1.38,104.208.16.90,,,6,1,55,1
104.208.16.90:None->192.168.1.38:None-6,104.208.16.90,192.168.1.38,,,6,1,66,1
192.168.1.38:None->78.37.43.246:None-17,192.168.1.38,78.37.43.246,,,17,1,146,1
192.168.1.38:None->101.56.133.113:None-6,192.168.1.38,101.56.133.113,,,6,2,124,2
192.168.1.38:None->209.87.169.168:None-6,192.168.1.38,209.87.169.168,,,6,2,124,2
78.37.43.246:None->192.168.1.38:None-17,78.37.43.246,192.168.1.38,,,17,1,348,1
192.168.1.38:None->104.16.102.112:None-6,192.168.1.38,104.16.102.112,,,6,5,2719,1
104.16.102.112:None->192.168.1.38:None-6,104.16.102.112,192.168.1.38,,,6,7,766,1
13.107.213.48:None->192.168.1.38:None-6,13.107.213.48,192.168.1.38,,,6,4,279,1
192.168.1.38:None->13.107.213.48:None-6,192.168.1.38,13.107.213.48,,,6,2,108,1
192.168.1.38:None->86.124.207.105:None-6,192.168.1.38,86.124.207.105,,,6,1,62,1
192.168.1.38:None->89.142.57.233:None-6,192.168.1.38,89.142.57.233,,,6,1,62,1
89.142.57.233:None->192.168.1.38:None-1,89.142.57.233,192.168.1.38,,,1,1,70,1
5.38.8.205:None->192.168.1.38:None-6,5.38.8.205,192.168.1.38,,,6,2,108,1
192.168.1.38:None->78.190.233.34:None-6,192.168.1.38,78.190.233.34,,,6,1,62,1
192.168.1.38:None->37.231.33.25:None-6,192.168.1.38,37.231.33.25,,,6,2,124,1
192.168.1.38:None->49.204.19.13:None-6,192.168.1.38,49.204.19.13,,,6,1,62,1
192.168.1.38:None->185.157.163.136:None-6,192.168.1.38,185.157.163.136,,,6,1,62,1
192.168.1.38:None->104.36.180.69:None-6,192.168.1.38,104.36.180.69,,,6,1,62,1
192.168.1.38:None->182.188.236.133:None-6,192.168.1.38,182.188.236.133,,,6,2,124,1
192.168.1.38:None->15.223.200.213:None-6,192.168.1.38,15.223.200.213,,,6,2,124,1
192.168.1.38:None->45.64.163.6:None-6,192.168.1.38,45.64.163.6,,,6,1,62,1
192.168.1.38:None->103.99.246.2:None-6,192.168.1.38,103.99.246.2,,,6,1,62,1
192.168.1.38:None->77.172.129.208:None-6,192.168.1.38,77.172.129.208,,,6,1,62,1
192.168.1.38:None->45.250.246.134:None-6,192.168.1.38,45.250.246.134,,,6,1,62,1
192.168.1.38:None->45.139.214.187:None-6,192.168.1.38,45.139.214.187,,,6,1,62,1
192.168.1.38:None->45.14.193.70:None-6,192.168.1.38,45.14.193.70,,,6,1,62,1
192.168.1.38:None->202.176.4.58:None-6,192.168.1.38,202.176.4.58,,,6,1,62,1
192.168.1.38:None->202.136.89.77:None-6,192.168.1.38,202.136.89.77,,,6,1,62,1
192.168.1.38:None->78.186.137.164:None-6,192.168.1.38,78.186.137.164,,,6,1,62,1
45.152.150.4:None->192.168.1.38:None-6,45.152.150.4,192.168.1.38,,,6,3,162,1
45.154.152.7:None->192.168.1.38:None-6,45.154.152.7,192.168.1.38,,,6,3,162,1
192.168.1.38:None->66.56.81.159:None-6,192.168.1.38,66.56.81.159,,,6,1,62,1
87.10.178.29:None->192.168.1.38:None-6,87.10.178.29,192.168.1.38,,,6,2,108,1
192.168.1.38:None->88.157.95.229:None-6,192.168.1.38,88.157.95.229,,,6,2,124,1
192.168.1.38:None->35.186.224.35:None-6,192.168.1.38,35.186.224.35,,,6,3,240,2
35.186.224.35:None->192.168.1.38:None-6,35.186.224.35,192.168.1.38,,,6,3,202,2
192.168.1.38:None->114.36.221.63:None-6,192.168.1.38,114.36.221.63,,,6,3,186,1
66.56.81.159:None->192.168.1.38:None-6,66.56.81.159,192.168.1.38,,,6,1,54,1
88.157.95.229:None->192.168.1.38:None-6,88.157.95.229,192.168.1.38,,,6,2,108,1
114.36.221.63:None->192.168.1.38:None-6,114.36.221.63,192.168.1.38,,,6,3,162,1
192.168.1.38:None->5.38.8.205:None-6,192.168.1.38,5.38.8.205,,,6,1,62,1
192.168.1.38:None->45.152.150.4:None-6,192.168.1.38,45.152.150.4,,,6,2,124,1
192.168.1.38:None->45.154.152.7:None-6,192.168.1.38,45.154.152.7,,,6,2,124,1
192.168.1.38:None->87.10.178.29:None-6,192.168.1.38,87.10.178.29,,,6,1,62,1
192.168.1.36:None->224.0.0.251:None-17,192.168.1.36,224.0.0.251,,,17,4,362,2
192.168.1.38:None->104.28.1.30:None-6,192.168.1.38,104.28.1.30,,,6,3,186,2
192.168.1.38:None->78.29.165.201:None-6,192.168.1.38,78.29.165.201,,,6,2,124,2
192.168.1.38:None->176.100.43.50:None-6,192.168.1.38,176.100.43.50,,,6,2,124,2
