timestamp,src_ip,dst_ip,protocol,severity,confidence,attack_type,reason
16:38:11,81.84.97.11,192.168.1.38,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:11,192.168.1.38,81.84.97.11,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:11,192.168.1.38,217.42.82.216,17,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:11,192.168.1.38,104.208.16.90,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:11,192.168.1.38,9.9.9.9,17,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:11,89.181.158.238,192.168.1.38,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:11,83.219.212.56,192.168.1.38,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:11,104.208.16.90,192.168.1.38,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:11,71.183.90.8,192.168.1.38,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:11,178.162.173.134,192.168.1.38,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:11,192.168.1.38,83.219.212.56,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:11,174.95.50.173,192.168.1.38,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:11,192.168.1.38,77.91.229.218,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:11,184.160.237.73,192.168.1.38,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:11,192.168.1.38,89.181.158.238,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:11,192.168.1.38,140.82.113.25,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:11,82.154.111.172,192.168.1.38,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:11,192.168.1.38,71.183.90.8,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:11,192.168.1.38,217.79.74.139,17,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:11,192.168.1.38,178.162.173.134,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:11,192.168.1.38,188.51.226.235,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:11,192.168.1.38,184.160.237.73,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:11,192.168.1.38,174.95.50.173,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:16,67.174.154.26,192.168.1.38,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:16,192.168.1.38,67.174.154.26,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:16,217.79.74.139,192.168.1.38,17,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:16,91.170.48.164,192.168.1.38,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:16,192.168.1.38,91.170.48.164,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:16,217.42.82.216,192.168.1.38,17,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:16,92.247.174.151,192.168.1.38,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:16,192.168.1.38,92.247.174.151,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:16,81.84.97.11,192.168.1.38,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:16,192.168.1.38,81.84.97.11,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:16,192.168.1.38,217.42.82.216,17,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:16,192.168.1.38,104.208.16.90,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:16,192.168.1.38,9.9.9.9,17,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:16,89.181.158.238,192.168.1.38,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:16,83.219.212.56,192.168.1.38,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:16,104.208.16.90,192.168.1.38,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:16,71.183.90.8,192.168.1.38,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:16,178.162.173.134,192.168.1.38,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:16,192.168.1.38,83.219.212.56,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:16,174.95.50.173,192.168.1.38,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:16,192.168.1.38,77.91.229.218,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:16,184.160.237.73,192.168.1.38,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:16,192.168.1.38,89.181.158.238,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:16,192.168.1.38,140.82.113.25,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:16,82.154.111.172,192.168.1.38,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:16,192.168.1.38,71.183.90.8,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:16,192.168.1.38,217.79.74.139,17,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:16,192.168.1.38,178.162.173.134,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:16,192.168.1.38,188.51.226.235,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:16,192.168.1.38,184.160.237.73,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:16,192.168.1.38,174.95.50.173,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:16,188.51.226.235,192.168.1.38,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:16,192.168.1.38,172.64.155.209,17,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:16,172.64.155.209,192.168.1.38,17,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:21,67.174.154.26,192.168.1.38,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:21,192.168.1.38,67.174.154.26,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:21,217.79.74.139,192.168.1.38,17,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:21,91.170.48.164,192.168.1.38,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:21,192.168.1.38,91.170.48.164,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:21,217.42.82.216,192.168.1.38,17,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:21,92.247.174.151,192.168.1.38,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:21,192.168.1.38,92.247.174.151,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:21,81.84.97.11,192.168.1.38,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:21,192.168.1.38,81.84.97.11,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:21,192.168.1.38,217.42.82.216,17,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:21,192.168.1.38,104.208.16.90,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:21,192.168.1.38,9.9.9.9,17,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:21,89.181.158.238,192.168.1.38,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:21,83.219.212.56,192.168.1.38,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:21,104.208.16.90,192.168.1.38,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:21,71.183.90.8,192.168.1.38,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:21,178.162.173.134,192.168.1.38,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:21,192.168.1.38,83.219.212.56,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:21,174.95.50.173,192.168.1.38,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:21,192.168.1.38,77.91.229.218,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:21,184.160.237.73,192.168.1.38,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:21,192.168.1.38,89.181.158.238,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:21,192.168.1.38,140.82.113.25,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:21,82.154.111.172,192.168.1.38,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:21,192.168.1.38,71.183.90.8,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:21,192.168.1.38,217.79.74.139,17,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:21,192.168.1.38,178.162.173.134,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:21,192.168.1.38,188.51.226.235,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:21,192.168.1.38,184.160.237.73,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:21,192.168.1.38,174.95.50.173,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:21,188.51.226.235,192.168.1.38,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:21,192.168.1.38,172.64.155.209,17,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:21,172.64.155.209,192.168.1.38,17,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:26,67.174.154.26,192.168.1.38,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:26,192.168.1.38,67.174.154.26,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:26,217.79.74.139,192.168.1.38,17,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:26,91.170.48.164,192.168.1.38,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:26,192.168.1.38,91.170.48.164,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:26,217.42.82.216,192.168.1.38,17,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:26,92.247.174.151,192.168.1.38,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:26,192.168.1.38,92.247.174.151,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:26,81.84.97.11,192.168.1.38,6,LOW,50%,Unusual Access,Detected unusual network behavior
16:38:26,192.168.1.38,81.84.97.11,6,LOW,50%,Unusual Access,Detected unusual network behavior
