src_ip,dst_ip,src_port,dst_port,protocol,packet_count,byte_count
192.168.1.38,34.143.74.2,,,6,1,59
34.143.74.2,192.168.1.38,,,6,1,66
192.168.1.38,117.248.49.152,,,6,1,62
192.168.1.38,239.255.255.250,,,17,2,358
192.168.1.38,77.91.229.218,,,6,1,62
192.168.1.38,35.186.224.22,,,17,6,3901
35.186.224.22,192.168.1.38,,,17,6,626
192.168.1.38,5.79.83.193,,,6,1,62
192.168.1.38,108.159.46.44,,,6,1,62
192.168.1.38,5.79.83.194,,,6,1,62
192.168.1.36,224.0.0.251,,,17,2,200
192.168.1.38,195.162.72.119,,,17,1,146
195.162.72.119,192.168.1.38,,,17,1,359
192.168.1.38,35.186.224.35,,,6,2,151
35.186.224.35,192.168.1.38,,,6,2,148
192.168.1.38,82.154.111.172,,,6,6,995
192.168.1.38,39.182.76.254,,,6,3,186
39.182.76.254,192.168.1.38,,,6,3,162
82.154.111.172,192.168.1.38,,,6,6,895
192.168.1.38,140.82.114.22,,,6,11,8266
140.82.114.22,192.168.1.38,,,6,6,6291
86.59.139.150,192.168.1.38,,,6,1,297
192.168.1.38,86.59.139.150,,,6,1,612
81.227.217.222,192.168.1.38,,,6,5,545
192.168.1.38,81.227.217.222,,,6,4,511
61.82.212.201,192.168.1.38,,,6,4,316
192.168.1.38,61.82.212.201,,,6,3,230
192.168.1.38,35.186.224.24,,,17,9,5542
27.115.189.220,192.168.1.38,,,6,6,730
35.186.224.24,192.168.1.38,,,17,7,890
192.168.1.38,27.115.189.220,,,6,5,841
192.168.1.38,142.250.70.106,,,17,1,75
142.250.70.106,192.168.1.38,,,17,1,67
192.168.1.38,142.251.150.119,,,17,1,71
142.251.150.119,192.168.1.38,,,17,1,66
104.18.39.21,192.168.1.38,,,6,2,132
192.168.1.38,104.18.39.21,,,6,1,86
192.168.1.38,182.8.182.70,,,6,1,62
192.168.1.38,91.196.222.122,,,6,2,124
192.168.1.38,239.255.255.250,,,17,2,422
192.168.1.38,37.19.5.139,,,6,1,62
192.168.1.38,77.91.229.218,,,6,1,62
192.168.1.38,35.186.224.22,,,17,10,5583
35.186.224.22,192.168.1.38,,,17,7,1081
140.82.113.25,192.168.1.38,,,6,2,134
192.168.1.38,140.82.113.25,,,6,1,88
104.199.241.202,192.168.1.38,,,6,1,65
192.168.1.38,104.199.241.202,,,6,1,54
192.168.1.38,23.55.244.27,,,6,5,850
192.168.1.38,162.159.61.3,,,17,3,699
23.55.244.27,192.168.1.38,,,6,10,12509
162.159.61.3,192.168.1.38,,,17,3,1319
35.186.224.22,192.168.1.38,,,17,9,827
192.168.1.38,35.186.224.22,,,17,5,419
192.168.1.38,163.172.39.68,,,17,1,146
192.168.1.38,91.196.222.122,,,6,1,62
163.172.39.68,192.168.1.38,,,17,1,352
192.168.1.38,62.56.175.216,,,6,1,54
192.168.1.38,104.16.102.112,,,6,7,2874
104.16.102.112,192.168.1.38,,,6,8,858
192.168.1.38,5.79.83.194,,,6,1,62
192.168.1.35,224.0.0.251,,,17,1,103
142.250.70.74,192.168.1.38,,,17,3,526
192.168.1.38,142.250.70.74,,,17,3,239
192.168.1.38,1.1.1.1,,,17,2,184
1.1.1.1,192.168.1.38,,,17,2,400
192.168.1.38,140.82.112.21,,,6,19,6292
140.82.112.21,192.168.1.38,,,6,21,13906
192.168.1.38,36.236.64.74,,,6,3,238
36.236.64.74,192.168.1.38,,,6,2,116
192.168.1.38,85.166.182.43,,,6,4,927
85.166.182.43,192.168.1.38,,,6,2,404
192.168.1.38,182.8.182.70,,,6,1,62
192.168.1.38,37.48.89.187,,,17,1,146
37.48.89.187,192.168.1.38,,,17,1,352
192.168.1.38,221.127.143.187,,,6,1,122
192.168.1.38,92.241.171.245,,,6,2,124
192.168.1.38,5.79.83.193,,,6,2,124
192.168.1.1,224.0.0.1,,,2,1,50
192.168.1.38,239.255.255.250,,,17,3,1514
192.168.1.1,192.168.1.38,,,6,28,2860
192.168.1.38,192.168.1.1,,,6,24,17060
192.168.1.38,142.251.220.2,,,17,7,3805
192.168.1.38,35.186.224.24,,,17,3,2792
192.168.1.38,35.186.224.24,,,6,2,694
142.251.220.2,192.168.1.38,,,17,8,4288
35.186.224.24,192.168.1.38,,,17,5,3455
35.186.224.24,192.168.1.38,,,6,3,201
104.16.103.112,192.168.1.38,,,6,2,146
192.168.1.38,104.16.103.112,,,6,1,100
192.168.1.38,221.127.143.187,,,6,2,176
192.168.1.38,92.241.171.245,,,6,1,62
192.168.1.38,5.79.83.193,,,6,1,62
192.168.1.38,224.0.0.22,,,2,3,162
192.168.1.38,125.227.35.196,,,6,3,186
192.168.1.38,49.37.176.55,,,6,2,124
192.168.1.38,142.251.150.119,,,17,1,71
142.251.150.119,192.168.1.38,,,17,1,66
104.18.39.21,192.168.1.38,,,6,2,414
192.168.1.38,104.18.39.21,,,6,2,116
192.168.1.38,1.83.126.112,,,17,1,146
1.83.126.112,192.168.1.38,,,17,1,325
192.168.1.35,224.0.0.251,,,17,1,103
142.250.70.74,192.168.1.38,,,17,8,916
192.168.1.38,142.250.70.74,,,17,6,1013
192.168.1.38,162.159.61.3,,,17,3,711
162.159.61.3,192.168.1.38,,,17,3,1319
192.168.1.38,142.251.220.74,,,17,12,6448
142.251.220.74,192.168.1.38,,,17,14,6542
192.168.1.38,192.168.1.255,,,17,1,86
192.168.1.38,35.186.224.24,,,17,5,2811
35.186.224.24,192.168.1.38,,,17,5,1612
192.168.1.38,142.250.70.106,,,17,1,75
142.250.70.106,192.168.1.38,,,17,1,67
140.82.112.21,192.168.1.38,,,6,2,132
192.168.1.38,140.82.112.21,,,6,1,54
192.168.1.38,35.186.224.24,,,6,2,110
35.186.224.24,192.168.1.38,,,6,2,132
192.168.1.38,35.186.224.22,,,6,1,55
35.186.224.22,192.168.1.38,,,6,1,66
192.168.1.38,201.17.216.254,,,17,1,107
201.17.216.254,192.168.1.38,,,17,1,120
192.168.1.38,9.9.9.9,,,17,1,78
192.168.1.38,1.1.1.1,,,17,1,78
9.9.9.9,192.168.1.38,,,17,1,276
192.168.1.38,79.127.235.52,,,6,1,62
1.1.1.1,192.168.1.38,,,17,1,276
192.168.1.38,49.37.176.55,,,6,1,62
192.168.1.38,1.1.1.1,,,17,2,178
1.1.1.1,192.168.1.38,,,17,2,275
192.168.1.38,162.159.61.3,,,17,10,4985
162.159.61.3,192.168.1.38,,,17,10,5373
192.168.1.38,184.33.146.150,,,6,12,4139
184.33.146.150,192.168.1.38,,,6,13,4430
104.18.39.21,192.168.1.38,,,6,4,264
192.168.1.38,104.18.39.21,,,6,2,172
192.168.1.38,125.227.35.196,,,6,1,62
192.168.1.38,23.55.244.9,,,6,1,55
23.55.244.9,192.168.1.38,,,6,1,66
192.168.1.38,162.83.228.219,,,17,1,107
162.83.228.219,192.168.1.38,,,17,1,120
192.168.1.38,80.80.131.167,,,6,7,749
192.168.1.38,207.47.218.228,,,6,3,568
80.80.131.167,192.168.1.38,,,6,6,734
207.47.218.228,192.168.1.38,,,6,2,116
192.168.1.38,35.186.224.35,,,6,1,89
35.186.224.35,192.168.1.38,,,6,1,54
142.250.70.74,192.168.1.38,,,17,1,202
192.168.1.38,142.250.70.74,,,17,1,80
192.168.1.38,142.250.70.106,,,17,1,75
142.250.70.106,192.168.1.38,,,17,1,67
192.168.1.38,140.82.113.25,,,6,1,59
140.82.113.25,192.168.1.38,,,6,1,66
192.168.1.38,211.226.1.199,,,17,1,107
211.226.1.199,192.168.1.38,,,17,1,120
104.16.103.112,192.168.1.38,,,6,2,146
192.168.1.38,104.16.103.112,,,6,1,100
192.168.1.38,128.199.70.66,,,17,1,58
192.168.1.38,23.55.244.27,,,6,1,55
23.55.244.27,192.168.1.38,,,6,1,66
192.168.1.35,224.0.0.251,,,17,1,103
192.168.1.1,224.0.0.1,,,2,1,50
82.154.111.172,192.168.1.38,,,6,4,224
192.168.1.38,82.154.111.172,,,6,4,284
192.168.1.38,35.186.224.35,,,6,2,151
35.186.224.35,192.168.1.38,,,6,2,148
192.168.1.35,239.255.255.250,,,17,1,167
192.168.1.38,140.82.112.21,,,6,1,55
140.82.112.21,192.168.1.38,,,6,1,66
192.168.1.38,103.184.104.45,,,6,3,186
192.168.1.38,221.126.5.52,,,6,9,2484
221.126.5.52,192.168.1.38,,,6,3,170
192.168.1.38,60.141.54.189,,,17,1,107
60.141.54.189,192.168.1.38,,,17,1,110
192.168.1.38,157.7.202.64,,,6,5,649
157.7.202.64,192.168.1.38,,,6,6,505
192.168.1.38,158.69.146.212,,,6,3,186
192.168.1.38,76.223.54.146,,,6,3,186
192.168.1.38,120.29.79.178,,,6,5,310
120.29.79.178,192.168.1.38,,,6,5,270
192.168.1.38,224.0.0.251,,,17,1,87
192.168.1.38,2.50.50.159,,,6,3,186
192.168.1.38,89.67.179.188,,,6,3,186
2.50.50.159,192.168.1.38,,,6,3,162
89.67.179.188,192.168.1.38,,,6,3,162
192.168.1.38,192.168.1.255,,,17,1,86
192.168.1.38,239.255.255.250,,,17,1,167
192.168.1.38,142.250.70.106,,,17,1,75
142.250.70.106,192.168.1.38,,,17,1,67
104.18.39.21,192.168.1.38,,,6,2,132
192.168.1.38,104.18.39.21,,,6,1,86
192.168.1.38,81.227.217.222,,,6,5,1397
192.168.1.38,61.82.212.201,,,6,6,1260
192.168.1.38,152.168.38.148,,,6,1,62
81.227.217.222,192.168.1.38,,,6,3,434
61.82.212.201,192.168.1.38,,,6,4,552
152.168.38.148,192.168.1.38,,,6,1,54
20.207.73.82,192.168.1.38,,,6,12,12839
192.168.1.38,20.207.73.82,,,6,6,1361
192.168.1.38,57.144.124.192,,,6,2,116
104.16.103.112,192.168.1.38,,,6,1,92
57.144.124.145,192.168.1.38,,,6,4,316
192.168.1.38,57.144.124.145,,,6,2,152
192.168.1.38,104.16.103.112,,,6,1,58
140.82.112.26,192.168.1.38,,,6,11,4521
192.168.1.38,140.82.112.26,,,6,11,4311
192.168.1.38,192.178.211.188,,,6,2,134
192.178.211.188,192.168.1.38,,,6,2,134
192.168.1.38,59.10.200.66,,,17,1,107
192.168.1.38,62.56.175.216,,,6,6,604
59.10.200.66,192.168.1.38,,,17,1,120
62.56.175.216,192.168.1.38,,,6,1,58
192.168.1.38,104.16.102.112,,,6,7,2874
104.16.102.112,192.168.1.38,,,6,7,1244
192.168.1.35,224.0.0.251,,,17,1,103
192.168.1.38,142.250.206.165,,,6,1,59
142.250.206.165,192.168.1.38,,,6,1,66
142.250.70.74,192.168.1.38,,,17,1,202
192.168.1.38,142.250.70.74,,,17,1,79
192.168.1.38,162.159.61.3,,,17,3,693
162.159.61.3,192.168.1.38,,,17,3,1320
192.168.1.38,142.250.207.195,,,17,6,3748
142.250.207.195,192.168.1.38,,,17,5,3986
86.59.139.150,192.168.1.38,,,6,3,170
192.168.1.38,86.59.139.150,,,6,4,284
192.168.1.38,142.250.70.106,,,17,3,234
142.250.70.106,192.168.1.38,,,17,2,137
192.168.1.38,182.10.131.14,,,6,1,62
192.168.1.38,89.141.77.92,,,6,1,62
192.168.1.38,182.189.96.71,,,6,1,62
192.168.1.38,47.199.229.172,,,6,1,62
192.168.1.38,2.51.171.176,,,6,1,62
192.168.1.38,46.122.98.124,,,6,1,62
192.168.1.38,86.58.7.7,,,6,1,62
192.168.1.38,103.82.252.126,,,6,1,62
192.168.1.38,45.130.83.171,,,6,1,62
192.168.1.38,178.23.112.146,,,6,1,62
192.168.1.38,177.172.202.87,,,6,1,62
192.168.1.38,49.192.93.137,,,6,1,62
192.168.1.38,41.10.34.136,,,6,1,62
192.168.1.38,77.29.42.245,,,6,1,62
192.168.1.38,192.166.246.56,,,6,1,62
192.168.1.38,122.161.72.226,,,6,1,62
192.168.1.38,146.70.205.134,,,6,1,62
192.168.1.38,149.22.91.179,,,6,2,124
192.168.1.38,103.183.25.149,,,6,2,124
192.168.1.38,149.22.81.104,,,6,2,124
192.168.1.38,140.82.112.21,,,6,1,55
192.168.1.38,62.56.175.216,,,6,2,176
140.82.112.21,192.168.1.38,,,6,1,54
192.168.1.38,57.144.124.145,,,6,2,145
57.144.124.145,192.168.1.38,,,6,2,133
37.66.147.158,192.168.1.38,,,1,1,70
192.168.1.38,35.186.224.24,,,6,2,110
35.186.224.24,192.168.1.38,,,6,2,132
192.168.1.38,35.186.224.22,,,6,1,55
35.186.224.22,192.168.1.38,,,6,1,66
192.168.1.38,187.226.88.64,,,17,1,107
192.168.1.38,1.193.78.128,,,6,1,62
192.168.1.38,45.128.199.105,,,6,1,62
192.168.1.38,170.245.17.187,,,6,1,62
192.168.1.38,84.217.34.125,,,6,1,62
192.168.1.38,217.217.112.235,,,6,1,62
192.168.1.38,90.188.243.224,,,6,1,62
192.168.1.38,110.235.236.253,,,6,1,62
192.168.1.38,178.152.91.189,,,6,1,62
192.168.1.38,24.118.126.10,,,6,1,62
192.168.1.38,219.91.213.139,,,6,1,62
192.168.1.38,79.116.238.120,,,6,1,62
192.168.1.38,185.21.85.66,,,6,1,62
192.168.1.38,217.217.121.132,,,6,1,62
192.168.1.38,39.48.35.208,,,6,1,62
192.168.1.38,109.93.75.206,,,6,1,62
192.168.1.38,223.190.85.153,,,6,1,62
192.168.1.38,43.250.165.117,,,6,1,62
187.226.88.64,192.168.1.38,,,17,1,120
192.168.1.38,148.66.95.195,,,6,1,62
192.168.1.38,83.76.53.77,,,6,1,62
192.168.1.38,116.147.250.120,,,6,1,62
192.168.1.38,99.237.64.62,,,6,1,62
192.168.1.38,185.172.52.95,,,6,1,62
192.168.1.38,202.47.39.159,,,6,1,62
192.168.1.38,179.101.253.232,,,6,1,62
192.168.1.38,147.236.105.226,,,6,1,62
192.168.1.38,188.252.198.205,,,6,1,62
192.168.1.38,213.130.79.172,,,6,1,62
192.168.1.38,116.206.167.19,,,6,1,62
192.168.1.38,182.235.31.66,,,6,1,62
192.168.1.38,75.182.88.243,,,6,1,62
192.168.1.38,176.100.43.218,,,6,1,62
192.168.1.38,67.160.65.25,,,6,1,62
192.168.1.38,211.27.183.145,,,6,1,62
192.168.1.38,157.119.177.47,,,6,1,62
192.168.1.38,109.245.149.150,,,6,1,62
192.168.1.38,37.66.147.158,,,6,1,62
192.168.1.38,203.23.179.20,,,6,1,62
192.168.1.38,84.20.25.150,,,6,1,62
192.168.1.38,52.119.118.153,,,6,1,62
192.168.1.38,80.85.118.135,,,6,1,62
192.168.1.38,115.69.33.239,,,6,1,62
192.168.1.38,193.2.92.102,,,6,1,62
192.168.1.38,79.45.25.150,,,6,1,62
192.168.1.38,173.254.204.71,,,6,1,62
192.168.1.1,224.0.0.1,,,2,1,50
142.250.70.74,192.168.1.38,,,17,2,404
192.168.1.38,142.250.70.74,,,17,2,160
192.168.1.38,90.188.243.224,,,6,1,62
192.168.1.38,1.193.78.128,,,6,1,62
192.168.1.38,84.217.34.125,,,6,1,62
192.168.1.38,79.116.238.120,,,6,1,62
192.168.1.38,178.152.91.189,,,6,1,62
192.168.1.38,110.235.236.253,,,6,1,62
192.168.1.38,24.118.126.10,,,6,1,62
192.168.1.38,219.91.213.139,,,6,1,62
192.168.1.38,185.21.85.66,,,6,1,62
192.168.1.38,170.245.17.187,,,6,1,62
192.168.1.38,217.217.112.235,,,6,1,62
192.168.1.38,109.93.75.206,,,6,1,62
192.168.1.38,43.250.165.117,,,6,1,62
192.168.1.38,217.217.121.132,,,6,1,62
192.168.1.38,223.190.85.153,,,6,1,62
192.168.1.38,45.128.199.105,,,6,1,62
192.168.1.38,39.48.35.208,,,6,1,62
192.168.1.38,35.186.224.35,,,6,2,151
35.186.224.35,192.168.1.38,,,6,2,148
192.168.1.38,221.127.143.187,,,6,7,1971
221.127.143.187,192.168.1.38,,,6,1,62
192.168.1.38,173.254.204.71,,,6,1,62
192.168.1.38,83.76.53.77,,,6,1,62
192.168.1.38,202.47.39.159,,,6,1,62
192.168.1.38,182.235.31.66,,,6,1,62
192.168.1.38,75.182.88.243,,,6,1,62
192.168.1.38,99.237.64.62,,,6,1,62
192.168.1.38,116.147.250.120,,,6,1,62
192.168.1.38,185.172.52.95,,,6,1,62
192.168.1.38,116.206.167.19,,,6,1,62
192.168.1.38,188.252.198.205,,,6,1,62
192.168.1.38,213.130.79.172,,,6,1,62
192.168.1.38,147.236.105.226,,,6,1,62
192.168.1.38,148.66.95.195,,,6,1,62
192.168.1.38,176.100.43.218,,,6,1,62
192.168.1.38,37.66.147.158,,,6,1,62
192.168.1.38,109.245.149.150,,,6,1,62
192.168.1.38,203.23.179.20,,,6,1,62
192.168.1.38,211.27.183.145,,,6,1,62
192.168.1.38,67.160.65.25,,,6,1,62
192.168.1.38,157.119.177.47,,,6,1,62
192.168.1.38,80.85.118.135,,,6,1,62
192.168.1.38,52.119.118.153,,,6,1,62
192.168.1.38,84.20.25.150,,,6,1,62
192.168.1.38,115.69.33.239,,,6,1,62
192.168.1.38,193.2.92.102,,,6,1,62
192.168.1.38,79.45.25.150,,,6,1,62
192.168.1.38,179.101.253.232,,,6,1,62
192.168.1.38,224.0.0.22,,,2,2,108
192.168.1.38,23.55.244.9,,,6,1,55
23.55.244.9,192.168.1.38,,,6,1,66
192.168.1.38,212.104.214.211,,,17,1,107
192.168.1.38,192.166.246.56,,,6,1,62
192.168.1.38,86.58.7.7,,,6,1,62
192.168.1.38,178.23.112.146,,,6,1,62
192.168.1.38,182.189.96.71,,,6,1,62
192.168.1.38,2.51.171.176,,,6,1,62
192.168.1.38,45.130.83.171,,,6,1,62
192.168.1.38,47.199.229.172,,,6,1,62
192.168.1.38,89.141.77.92,,,6,1,62
192.168.1.38,146.70.205.134,,,6,1,62
192.168.1.38,103.82.252.126,,,6,1,62
192.168.1.38,182.10.131.14,,,6,1,62
192.168.1.38,122.161.72.226,,,6,1,62
192.168.1.38,41.10.34.136,,,6,1,62
192.168.1.38,177.172.202.87,,,6,1,62
192.168.1.38,49.192.93.137,,,6,1,62
192.168.1.38,77.29.42.245,,,6,1,62
192.168.1.38,46.122.98.124,,,6,1,62
212.104.214.211,192.168.1.38,,,17,1,120
192.168.1.35,224.0.0.251,,,17,1,103
192.168.1.38,192.168.1.255,,,17,1,86
192.168.1.38,149.22.81.104,,,6,1,62
192.168.1.38,103.183.25.149,,,6,1,62
192.168.1.38,149.22.91.179,,,6,1,62
192.168.1.38,1.1.1.1,,,17,2,170
1.1.1.1,192.168.1.38,,,17,2,275
192.168.1.38,162.159.61.3,,,17,5,3311
162.159.61.3,192.168.1.38,,,17,2,2484
192.168.1.38,221.127.143.187,,,6,2,425
20.207.73.82,192.168.1.38,,,6,3,225
192.168.1.38,20.207.73.82,,,6,2,116
192.168.1.38,104.16.102.112,,,6,5,2495
104.16.102.112,192.168.1.38,,,6,8,1091
192.168.1.38,104.18.39.21,,,6,3,292
104.18.39.21,192.168.1.38,,,6,4,319
192.168.1.38,178.164.125.178,,,17,1,107
178.164.125.178,192.168.1.38,,,17,1,120
192.168.1.38,178.175.143.27,,,6,2,124
192.168.1.38,239.255.255.250,,,17,1,212
192.168.1.38,35.186.224.24,,,17,4,2339
35.186.224.24,192.168.1.38,,,17,4,567
192.168.1.38,67.220.85.116,,,6,1,62
192.168.1.38,140.82.112.21,,,6,1,55
192.168.1.38,9.9.9.9,,,17,4,317
9.9.9.9,192.168.1.38,,,17,4,521
192.168.1.38,103.157.203.22,,,17,1,62
192.168.1.38,106.192.208.220,,,17,1,62
192.168.1.38,115.99.217.164,,,17,1,62
192.168.1.38,46.153.243.122,,,6,1,62
192.168.1.38,103.139.5.108,,,6,2,116
192.168.1.38,182.181.186.200,,,6,1,62
192.168.1.38,103.134.157.86,,,6,1,62
192.168.1.38,103.77.47.229,,,6,1,62
192.168.1.38,176.205.35.155,,,17,1,62
192.168.1.38,116.73.134.32,,,6,1,62
192.168.1.38,47.11.99.200,,,6,1,62
192.168.1.38,60.254.31.137,,,6,2,116
192.168.1.38,37.19.197.235,,,6,1,62
192.168.1.38,165.85.169.249,,,6,1,62
192.168.1.38,119.15.154.100,,,6,1,62
192.168.1.38,49.36.81.238,,,6,1,62
192.168.1.38,217.217.112.218,,,6,1,62
192.168.1.38,152.58.181.160,,,6,1,62
192.168.1.38,27.34.70.21,,,6,1,62
192.168.1.38,185.255.128.186,,,6,1,62
192.168.1.38,223.185.37.57,,,6,1,62
192.168.1.38,157.10.26.125,,,6,1,62
192.168.1.38,122.172.86.106,,,17,1,62
192.168.1.38,106.219.157.123,,,6,1,62
192.168.1.38,103.83.128.83,,,6,1,62
192.168.1.38,158.173.152.52,,,6,1,62
192.168.1.38,41.136.47.76,,,6,1,62
192.168.1.38,185.121.168.96,,,17,1,58
192.168.1.38,185.243.218.213,,,17,1,58
192.168.1.38,91.216.110.53,,,17,1,58
192.168.1.38,209.141.59.16,,,17,1,58
192.168.1.38,44.30.4.4,,,17,1,58
192.168.1.38,54.39.48.3,,,17,1,58
192.168.1.38,211.75.210.221,,,17,1,58
192.168.1.38,135.125.236.64,,,17,1,58
192.168.1.38,91.186.213.204,,,17,1,58
192.168.1.38,43.250.54.137,,,17,1,58
192.168.1.38,103.224.212.203,,,17,1,58
192.168.1.38,13.248.169.48,,,17,1,58
103.139.5.108,192.168.1.38,,,6,1,62
192.168.1.38,1.1.1.1,,,17,1,77
115.99.217.164,192.168.1.38,,,1,1,90
60.254.31.137,192.168.1.38,,,6,1,62
115.99.217.164,192.168.1.38,,,17,1,62
140.82.112.21,192.168.1.38,,,6,1,66
193.200.221.4,192.168.1.38,,,6,2,108
154.72.20.43,192.168.1.38,,,6,1,54
176.205.35.155,192.168.1.38,,,17,24,30416
192.168.1.38,176.205.35.155,,,17,13,908
157.10.26.125,192.168.1.38,,,1,1,70
192.168.1.38,103.125.179.183,,,6,1,62
192.168.1.38,178.175.143.27,,,6,1,62
192.168.1.38,193.200.221.4,,,6,1,62
103.125.179.183,192.168.1.38,,,6,1,54
192.168.1.38,110.44.115.136,,,6,1,62
192.168.1.38,36.9.64.192,,,6,1,62
192.168.1.38,43.230.135.199,,,6,1,62
192.168.1.38,49.207.240.197,,,6,1,62
192.168.1.38,144.48.108.199,,,6,1,62
192.168.1.38,110.38.250.21,,,6,1,62
192.168.1.38,202.142.76.240,,,6,1,62
192.168.1.38,103.181.15.132,,,6,1,62
192.168.1.38,103.110.48.95,,,6,1,62
192.168.1.38,122.177.240.208,,,6,1,62
192.168.1.38,72.255.62.216,,,6,1,62
192.168.1.38,49.43.181.83,,,6,1,62
192.168.1.38,223.233.83.163,,,6,1,62
192.168.1.38,165.99.174.212,,,6,1,62
192.168.1.38,103.135.229.59,,,6,1,62
192.168.1.38,152.58.159.26,,,6,1,62
192.168.1.38,110.44.9.11,,,6,1,62
192.168.1.38,32.1.8.248,,,6,1,62
192.168.1.38,112.196.188.4,,,6,1,62
192.168.1.38,152.59.6.70,,,6,1,62
192.168.1.38,59.91.221.112,,,6,1,62
192.168.1.38,93.45.87.242,,,6,1,62
192.168.1.38,103.192.64.222,,,6,1,62
192.168.1.38,203.134.248.23,,,6,1,62
192.168.1.38,36.0.26.0,,,6,1,62
192.168.1.38,36.4.124.0,,,6,1,62
192.168.1.38,161.142.179.251,,,6,1,62
192.168.1.38,39.50.239.158,,,6,1,62
192.168.1.38,5.107.207.3,,,6,1,62
192.168.1.38,45.117.114.81,,,17,2,192
192.168.1.38,103.57.240.187,,,6,1,62
192.168.1.38,36.5.2.1,,,6,1,62
192.168.1.38,150.129.135.198,,,6,1,62
192.168.1.38,43.230.92.88,,,6,1,62
192.168.1.38,119.15.154.108,,,6,1,62
192.168.1.38,103.157.202.2,,,6,1,62
192.168.1.38,157.10.56.103,,,6,1,62
192.168.1.38,103.237.157.223,,,6,1,62
192.168.1.38,103.190.41.128,,,6,1,62
192.168.1.38,103.157.203.22,,,6,1,62
192.168.1.38,193.119.83.4,,,6,1,62
192.168.1.38,198.56.24.196,,,6,1,62
192.168.1.38,45.249.40.184,,,6,1,62
43.241.127.210,192.168.1.38,,,1,1,90
45.117.114.81,192.168.1.38,,,17,2,124
192.168.1.38,94.232.203.94,,,17,1,107
180.178.142.192,192.168.1.38,,,1,1,70
94.232.203.94,192.168.1.38,,,17,1,120
192.168.1.38,142.251.150.119,,,17,1,71
142.251.150.119,192.168.1.38,,,17,1,66
176.205.35.155,192.168.1.38,,,17,66,94012
192.168.1.38,176.205.35.155,,,17,30,2187
192.168.1.38,161.142.179.251,,,6,1,62
192.168.1.38,39.50.239.158,,,6,1,62
192.168.1.38,115.187.42.41,,,6,1,62
192.168.1.38,106.192.208.220,,,6,1,62
176.205.35.155,192.168.1.38,,,17,61,86677
192.168.1.38,176.205.35.155,,,17,21,1336
192.168.1.38,120.89.105.70,,,6,1,62
192.168.1.38,107.220.173.25,,,6,1,62
192.168.1.38,198.56.24.199,,,6,1,62
192.168.1.38,36.9.64.193,,,6,1,62
192.168.1.38,117.233.158.3,,,6,1,62
192.168.1.38,209.182.189.35,,,6,1,62
192.168.1.38,49.36.34.118,,,6,1,62
192.168.1.38,144.48.108.198,,,6,1,62
192.168.1.38,49.37.10.110,,,6,1,62
192.168.1.38,27.4.79.96,,,6,1,62
192.168.1.38,150.129.135.202,,,6,1,62
192.168.1.38,152.128.2.230,,,6,1,62
192.168.1.38,131.255.64.208,,,6,1,62
163.223.0.53,192.168.1.38,,,1,1,70
27.4.79.96,192.168.1.38,,,6,1,54
192.168.1.38,115.248.83.147,,,6,1,62
115.248.83.147,192.168.1.38,,,6,1,54
192.168.1.38,154.208.47.121,,,6,1,62
176.205.35.155,192.168.1.38,,,17,70,94260
183.82.185.12,192.168.1.38,,,1,1,70
192.168.1.38,176.205.35.155,,,17,20,1367
192.168.1.38,182.48.210.84,,,6,1,62
182.48.210.84,192.168.1.38,,,6,1,54
192.168.1.38,111.119.35.54,,,6,1,62
192.168.1.38,120.89.105.70,,,6,1,62
192.168.1.38,36.9.64.193,,,6,1,62
192.168.1.38,198.56.24.199,,,6,1,62
192.168.1.38,209.182.189.35,,,6,1,62
192.168.1.38,107.220.173.25,,,6,1,62
192.168.1.38,117.233.158.3,,,6,1,62
176.205.35.155,192.168.1.38,,,17,59,79528
192.168.1.38,176.205.35.155,,,17,22,1432
192.168.1.38,47.31.75.237,,,6,1,62
192.168.1.38,117.233.131.148,,,6,1,62
192.168.1.38,157.49.31.246,,,6,1,62
192.168.1.38,103.207.57.184,,,6,1,62
192.168.1.38,47.11.104.154,,,6,1,62
192.168.1.38,152.59.16.154,,,6,1,62
192.168.1.38,47.11.111.67,,,6,1,62
192.168.1.38,49.37.24.254,,,6,1,62
192.168.1.38,106.213.86.143,,,6,1,62
192.168.1.38,157.49.127.224,,,6,1,62
192.168.1.38,47.11.104.109,,,6,1,62
192.168.1.38,223.181.103.199,,,6,1,62
192.168.1.38,49.36.80.253,,,6,1,62
192.168.1.38,110.235.232.182,,,6,1,62
192.168.1.38,14.192.30.164,,,6,1,62
150.242.18.110,192.168.1.38,,,1,1,70
142.250.70.74,192.168.1.38,,,17,1,202
192.168.1.38,142.250.70.74,,,17,1,79
192.168.1.38,5.79.83.194,,,6,1,62
176.205.35.155,192.168.1.38,,,17,49,71883
192.168.1.38,176.205.35.155,,,17,25,1601
192.168.1.38,103.251.49.93,,,6,1,62
193.93.25.179,192.168.1.38,,,1,1,90
192.168.1.38,1.1.1.1,,,17,2,170
1.1.1.1,192.168.1.38,,,17,2,275
192.168.1.38,172.64.41.3,,,17,9,4859
172.64.41.3,192.168.1.38,,,17,8,5239
192.168.1.38,216.239.38.223,,,17,3,2705
176.205.35.155,192.168.1.38,,,17,71,99942
192.168.1.38,176.205.35.155,,,17,24,1573
115.99.217.164,192.168.1.38,,,17,1,62
192.168.1.33,224.0.0.251,,,17,1,119
104.18.39.21,192.168.1.38,,,6,1,78
